pct_change_22,Indicator5_0,Indicator5_30,Indicator5_150,Indicator5_210,Indicator50_30,Indicator50_0,Indicator20_0,Indicator200_0,Indicator100_0,Indicator150_0,Indicator10_150,Indicator20_30,Indicator10_30,Indicator150_180,Indicator20_180,Indicator10_0,Indicator200_150,Indicator50_210,Indicator200_30,Indicator10_180,Indicator20_150,Indicator150_30,Indicator20_210,Indicator50_180,Indicator10_210,Indicator200_210,Indicator150_150,Indicator100_180,Indicator100_30,Indicator100_210,Indicator150_210,Indicator200_180,Indicator50_150
0.289459655,0.029021507,0.001212571,0.050980392,0.001020078,0.109670814,0.214583154,0.035301996,0.283764515,0.269715478,0.2038208,0.010445843,0.118552767,0.023778803,0.122981819,-0.023946483,-0.030629617,0.159542508,0.147989069,0.329232083,0.023523187,0.04689799,0.211269996,0.140405482,0.097387113,0.080390616,-0.129056854,0.257973093,0.063046963,0.056111737,0.171248075,-0.00737016,-0.068268953,0.066408319
-0.120913224,-0.015328021,-0.010160481,-0.001315746,0.043133416,0.025396798,-0.207554891,-0.127627084,-0.218269642,-0.058087721,-0.236219246,-0.023871669,-0.051317623,0.02278122,0.22997545,0.007243477,-0.077237363,0.260481705,0.209129421,-0.096643893,-0.008084299,-0.013803792,-0.070874973,-0.0019422,-0.02773461,-0.000544515,0.430509816,0.168197656,0.083643642,-0.074645907,0.247402694,0.33864749,0.312945888,0.02350099
0.224617118,-0.019114383,-0.00414935,0.044786725,-0.036129685,0.169561696,0.074030169,-0.027696955,-0.078182281,0.106677626,0.129868863,-0.05166538,0.123227417,0.076193924,-0.116809234,-0.032507259,-0.016683758,-0.22051715,-0.207805613,-0.098620063,-0.036514587,-0.070286594,-0.003565969,-0.019283218,-0.095394267,-0.02574335,0.062911432,-0.272575012,-0.238910137,0.175932906,-0.095426267,-0.066111489,-0.197912002,-0.184137426
-0.092130395,-0.079470199,-0.17721519,0.037878788,0.018779343,-0.001763535,-0.130611276,-0.096489156,0.0826099,-0.109882369,0.068040616,-0.04938269,-0.046039485,-0.018830752,0.532786018,0.109510596,-0.080158853,0.395875243,0.029240906,0.227743261,0.070009211,-0.075999983,0.070673211,-0.004042226,0.146702139,0.03218549,0.240400595,0.166703311,0.243691208,0.041569096,0.169619005,0.333119597,0.588593372,0.013641133
0.152108325,-0.021093256,0.018023555,-0.036613329,0.018267934,0.067964076,-0.100196149,-0.071889383,0.203524952,0.005417987,0.169424676,0.000770297,-0.067661086,0.01311193,0.502431064,-0.036239476,-0.035202606,0.729163239,0.192891802,0.392734754,-0.029512962,-0.017626728,0.293933416,0.085646312,0.076357359,0.0303841,1.301066366,0.551227638,0.241993097,0.246980236,0.37577072,0.837622736,1.179710943,0.029159874
-0.066236764,0.006635071,-0.039980449,0.02156948,0.018439764,-0.142980416,-0.032808121,-0.030205677,0.021951898,-0.152147489,-0.120513207,-0.017934446,-0.054103187,0.033188303,0.289736825,0.085063522,0.008575591,0.40486569,0.107949408,-0.053693634,0.119256526,-0.006180091,-0.078900786,-0.052481138,0.027366381,-0.0562408,0.438631779,0.323471233,0.210633732,-0.138113284,0.104928371,0.300686179,0.599988371,0.161986634
0.131713112,0.001522977,-0.019924497,-0.040691545,0.037190773,0.180192222,0.009177487,0.032695723,0.238976241,0.156603019,0.646395692,-0.050877346,0.099025576,0.180048603,0.096383337,-0.169286465,0.03353445,0.009140086,0.012317306,0.617745117,-0.057747016,-0.058639342,0.624246492,0.096564513,-0.004002702,-0.057887864,0.747276362,-0.277800028,-0.288200269,0.426890111,-0.056129633,0.283929087,0.28984867,-0.247461441
0.244985968,-0.011726406,0.045809627,0.09612462,0.076689484,0.105341403,0.244408279,0.132215048,0.357185044,0.669090788,0.323529397,0.039724134,0.007048963,0.002834773,0.511410383,-0.020845595,0.079999865,0.8138075,0.162586674,0.033384323,-0.04153391,0.112786821,0.12169705,0.050354722,-0.078731353,-0.108605851,1.136067921,0.331030404,0.205497026,0.154826659,0.551150327,1.03531,0.63288954,0.025428711
0.32495163,-0.00692576,0.011717842,0.012794613,0.030290193,0.272396585,0.225055317,0.10797122,0.153963654,0.436570944,0.210426707,0.153923652,0.134561564,0.038866438,0.613409232,-0.014438387,0.033702288,0.765749641,0.463622183,0.026673752,0.054672487,0.045523767,0.08437805,0.124166439,-0.053214188,0.145711608,0.969392501,0.485720499,0.30400444,0.083767528,0.83918833,1.238778062,0.993541168,-0.04664723
-0.011484707,0.069464544,0.008810573,0,-0.111111111,0.009747117,0.011024285,0.025378645,0.338352279,0.077688313,0.227028166,0.025965128,0.006095439,-0.004903756,0.193143349,-0.035286816,-0.011519761,0.455013706,-0.015074016,0.418462108,-0.045166209,0.120355397,0.380542628,0.061225243,0.027467083,-0.047532938,0.402510528,0.351835017,0.075261495,0.146155897,0.288002818,0.310301045,0.31995148,0.090726616
-0.135161618,-0.027496341,0.008865824,0.014535766,0.042937151,0.060807793,0.019025241,0.001246279,-0.12866987,-0.101310328,-0.106379595,-0.035922144,0.082623693,0.076188751,0.247236508,-0.021070517,-0.049196956,0.288727404,0.108610358,0.118704362,0.011364594,-0.003404592,-0.054364191,0.189664875,0.183018189,0.084670516,0.507498923,0.263501297,0.155118836,-0.072780917,0.257470854,0.33459358,0.369270795,-0.024943784
-0.012534195,0.006581389,-0.058905575,0.043022415,0.080391323,0.046516732,0.009745833,-0.044100802,0.392430901,0.23938941,0.333985698,-0.014215363,-0.051925718,-0.00823746,0.800894151,0.017686232,0.003603418,1.197238798,0.328472413,0.437182426,-0.002896929,-0.060301054,0.284665466,0.087460122,0.118721149,0.080500288,0.918873869,0.624989514,0.352697366,0.161247273,0.470513128,0.946683594,1.29940469,0.043812466
-0.137079707,0.026315834,0.00046473,-0.013114755,0.043980152,-0.052239918,0.032193317,0.082668101,-0.281890558,-0.132361283,-0.303453275,-0.03735269,0.013960551,-0.039262944,0.468488565,0.080461228,-0.03202919,0.566844357,0.0617028,-0.248134743,0.0264307,-0.092914949,-0.347107822,0.046099049,0.151591767,-0.002607705,0.622281907,0.117338495,0.062344265,-0.19101105,0.12866778,0.589468435,0.71087625,0.030956598
0.188606684,-0.019354839,-0.003311258,-0.026315789,-0.007042254,0.08140961,0.197831933,0.05353865,-0.020623812,0.101293725,0.222683269,-0.034415432,0.103502197,0.064769215,-0.185612378,-0.085392844,0.076735639,-0.269356353,0.044934594,-0.052447864,-0.028690362,-0.055566712,-0.013510967,0.021927834,-0.039470177,-0.057765308,-0.037511566,-0.237589238,-0.070983355,0.03267661,-0.104470588,-0.099384754,-0.155226707,-0.198994365
0.271183173,-0.0403639,0.214088398,-0.124031008,0.062176166,0.109479031,0.129929554,-0.009533518,-0.082292071,0.055371079,0.078547497,-0.037183406,0.158467156,0.101584477,-0.083627172,-0.024008104,0.028623363,-0.202459096,-0.119828587,-0.19183563,-0.005901884,0.00068816,-0.03596982,-0.04425847,-0.161681463,0.07763322,0.236741643,-0.257241221,-0.181402296,0.079214566,-0.005046198,0.02888412,-0.137217631,-0.149126087
-0.46922321,-0.053846154,-0.086956522,-0.016666667,0.05204461,-0.125340839,-0.202230687,-0.191519907,-0.216339513,-0.195030036,0.130626644,-0.06818696,-0.073939824,0.028548142,0.608466067,0.08408876,-0.12030216,0.241458226,0.199253856,-0.061883397,0.06530773,-0.225371379,-0.160878227,-0.059704027,0.117974331,-0.119400569,0.953180972,-0.095113651,0.559439996,0.2906968,0.359903819,0.813606188,1.130848354,-0.306879516
-0.070774683,0.024860382,-0.017545251,-0.000414534,0.048705342,-0.348144221,-0.025893075,0.21784878,0.212007263,-0.18620507,0.195473801,0.022494647,-0.204446107,-0.04282619,0.595932891,0.110480408,0.169198694,0.538144483,0.291294171,0.228251254,0.145555032,-0.037492342,-0.108631472,0.203551273,0.377938771,0.102799472,0.825884136,0.462745106,0.551893648,-0.189500541,0.310683768,0.485430992,0.817955839,0.01383005
0.092475541,0.038828317,-0.045070171,-0.051178044,0.02019803,0.02780951,0.131998554,-0.016761134,0.376577785,0.252505959,0.3188727,-0.029998977,0.061424236,0.09679839,0.224713731,0.00144799,-0.032070642,0.275665041,0.117894003,0.583365559,-0.015061209,-0.005040989,0.288888905,0.146555695,0.228473263,0.006405815,0.326224303,0.225886283,0.268717785,0.191134636,0.078254084,0.234811033,0.286390133,0.043753339
-0.033423257,-0.007270325,0.052842799,0.042480906,0.067932155,-0.089881386,0.176016988,0.10128183,0.113646706,-0.038764561,-0.02649218,-0.017098039,0.101985755,0.037857448,0.355243705,0.172523902,0.072433174,0.360990414,0.013641133,-0.005913043,0.074355965,-0.008622767,-0.110003872,-0.075999983,0.116956496,-0.04938269,0.395875243,0.227063583,0.312455227,-0.113454807,0.092760224,0.166703311,0.496189458,0.143952502
-0.103826692,0.021217253,0.0027671,0.010098845,0.054748074,0.168959731,-0.120399069,-0.106866517,0.38674748,0.018683525,-0.057837551,0.029163227,0.056532275,0.028878396,0.375972858,0.19467048,-0.044257586,0.902540411,0.030214133,0.790740548,0.092325125,0.160308329,0.394268259,0.0692672,0.284358685,0.055764622,0.225175794,0.612779677,0.245429977,0.202635116,0.108862323,0.207830126,0.436393295,0.471877255
0.499340041,0.034482759,-0.006993007,-0.097560976,0.108910891,0.203319438,0.155481734,0.051795267,1.208636453,0.561551029,0.985365823,0.080278129,-0.001510106,0.007926817,-0.456277051,0.087634246,0.0320475,-0.483184004,-0.018281748,0.714019082,0.073993855,-0.004854379,0.754777073,0.018975487,-0.023226877,0.060429483,-0.213965833,-0.413179858,-0.415705252,0.382453775,-0.408937837,-0.477731714,-0.362565983,0.112458182
-0.009857265,0.005166052,0.01525553,0.003646973,0.008496732,-0.063963677,0.115591149,-0.001507547,-0.156893951,-0.102177396,-0.08968304,0.08067214,0.064533163,0.052237306,0.006408524,-0.087914733,-0.023677907,-0.021188901,0.004012612,-0.237060447,-0.123212245,-0.000772498,-0.117934369,-0.03719626,-0.135053531,-0.001486714,0.300550317,-0.067825058,-0.078826824,-0.082478868,0.106669007,0.131093787,0.190941166,-0.073832428
0.377211923,0.173913043,0.103139013,0.112359551,0.306818182,0.209693571,0.232594636,0.00042396,0.830452078,0.37398102,0.776129081,0.0898863,0.169614222,0.142253237,-0.501210776,0.04997778,0.003523688,-0.373230941,-0.382695497,0.614710975,0.065444685,0.077761003,0.654248014,0.108375388,-0.023900309,0.104620101,-0.331282222,-0.475731459,-0.404200467,0.755010514,-0.404955478,-0.280478848,-0.221638023,0.03058505
0.230796617,0.027210884,-0.100525624,0.103552532,0.050754458,0.029159874,0.065639663,0.15569905,0.724269756,0.183354378,0.365756209,0.053400569,-0.017626728,0.000770297,0.485039789,0.024697881,0.116336673,0.695174513,0.45078932,0.729163239,-0.061028603,0.20325021,0.551227638,0.077774063,0.114706312,0.038803841,-0.185248051,0.913431441,0.440967719,0.258505913,0.367493433,0.334809917,-0.163378688,0.262501861
0.057510982,0.026907102,-0.019746149,-0.00339719,-0.043349389,0.010111935,-0.035799855,0.004648308,0.392443769,0.09364358,0.197762749,0.109752774,-0.078456734,-0.069306949,0.195697636,0.001352173,0.053275956,0.539579566,0.028374026,0.267815895,-0.024485627,0.216580608,0.329044,-0.047054322,-0.046069283,-0.058821271,0.447904759,0.458537031,0.120311483,0.088366331,0.286861799,0.221731158,0.243530272,0.162537214
0.032408054,0.024486572,-0.001626016,-0.028148148,0.00947226,0.186261147,0.052056641,-0.038050212,0.253345312,0.120787323,0.310023029,-0.049308907,0.089586673,0.079829644,-0.304691984,0.06461015,0.017799926,-0.372105959,-0.11370366,0.259660922,0.143984633,-0.055534117,0.219278173,0.027106481,0.03312021,0.07634856,-0.193049399,-0.232197449,-0.139443429,0.330862421,-0.236523154,-0.275324513,-0.2449538,-0.043264673
0.693715436,-0.07027027,-0.058885384,-0.029832936,0.004672897,0.268203146,0.267594533,0.044324133,0.06574625,0.314466295,0.314253235,-0.060767591,0.135908598,0.084353557,0.77988427,-0.11111104,0.098089619,0.626318523,0.502944264,0.082252972,-0.110994189,-0.135305628,0.074408239,0.102965294,0.007301445,-0.000809895,0.858398243,0.333405377,0.362628495,0.073931721,0.71382269,0.971238297,0.904225219,-0.189086074
0.195782271,0.03993203,0.000602781,-0.014669011,-0.008681307,0.118098038,0.058694308,0.056309753,0.18341367,0.230638339,0.219167183,-0.078950796,-0.018202163,0.0383954,-0.269620338,0.006638144,-0.010266972,-0.27311421,-0.141139234,-0.108313796,-0.067750252,-0.024870375,0.090221371,-0.033026167,-0.182105371,0.020487308,-0.121701254,-0.365999962,-0.350085151,0.052522572,-0.170125073,-0.069861311,-0.222448575,-0.029326178
-0.116564542,-0.038251366,-0.060126582,0.080223881,-0.112570356,-0.060358852,-0.023632971,0.00490087,-0.28217664,-0.179210475,-0.296677432,-0.051229724,-0.064688849,-0.008259818,0.485915815,0.091004414,0.002455693,0.53018573,0.03000614,-0.25486427,0.011063458,-0.094546998,-0.369719187,0.005139566,0.182228165,-0.048740141,0.554813455,0.080383258,0.16572145,-0.24656638,0.054642512,0.504330097,0.803675211,0.020617555
0.012898313,-0.005494505,0.012014134,-0.025157233,0.002406679,-0.007751965,0.004976547,0.022064257,0.229735945,0.017570029,0.073378082,0.086025029,-0.031387482,-0.048327188,-0.283940053,-0.047986129,0.015576807,-0.168327797,0.030156614,0.281704743,0.001391385,0.182092035,0.244981053,0.088516769,0.029497389,-0.048486546,-0.27384458,-0.034537807,-0.130248213,0.154536557,-0.143109578,-0.299121834,-0.396163658,0.145668955
0.26822069,0.031128405,0.035897495,-0.077628418,0.048605578,0.088861843,0.224093677,0.106541325,0.311364806,0.185421715,0.247308983,0.010338305,0.103569709,0.135427853,0.066631874,-0.020717719,0.052899789,0.053499962,0.006355401,0.388783325,-0.030681331,0.079958956,0.207259815,0.06550837,0.150359938,0.030522152,-0.254804606,0.219356952,0.116893212,0.045928083,-8.80E-05,-0.137666067,-0.089366895,0.051355216
0.100034146,-0.021567596,-0.03014894,0.003647514,-0.009056331,0.127200117,-0.021469062,0.004091306,0.313098059,0.16303654,0.277477482,-0.018567629,-0.047385371,-0.001687417,0.263079536,0.034777219,-0.020417532,0.254349756,0.123954232,0.318196265,0.059077517,0.018141041,0.235358437,0.01209548,0.067055703,0.056601684,0.428574452,0.328861451,0.311310258,0.161338517,0.226475435,0.21134546,0.353748804,0.027883527
-0.067431015,-0.075492677,0.031664526,-0.104631981,-0.014243938,-0.199553402,-0.042723748,0.053450982,-0.22037024,-0.073059361,-0.174729639,-0.0302003,-0.08714513,-0.057637991,0.170534773,-0.019894031,0.054435881,0.22098674,-0.006177629,-0.239968571,-0.018159502,-0.019453097,-0.241457661,0.010600699,0.001963094,0.008620682,0.38253306,0.088985265,0.135231279,-0.117604164,0.145017747,0.277419325,0.247921741,-0.055303817
0.510332453,-0.071428571,-0.044444444,0.071428571,-0.193548387,0.14770058,0.103953073,0.02043566,0.055283344,0.190400872,0.120023691,-0.0170828,0.001171347,0.006921043,0.986228761,0.049685108,0.007213479,0.652430069,0.339721024,0.097944936,-0.123729395,0.04033378,-0.088266638,0.156230057,0.204239069,0.061781247,0.632139679,0.578429134,0.536885413,0.005736211,0.643688528,1.109874164,1.012882555,-0.057802658
-0.18952861,0.042114665,-0.064397163,-0.067050943,0.007397702,0.043755492,-0.166160927,-0.018875545,0.148824239,-0.046604443,-0.036893214,-0.024198316,-0.07425456,-0.017419967,0.576374995,0.157264594,0.113504053,0.717879888,0.186371007,0.604419717,0.086903595,-0.01606168,0.102123501,0.127111064,0.455753112,0.074829241,0.373202533,0.474498916,0.479052795,0.149419746,0.188966732,0.374774119,0.747369761,0.192831632
0.090247706,0.064847737,0.028411974,-0.019227232,-0.0434403,0.117789055,0.015113686,0.00764898,0.359687605,0.108403988,0.354129447,-0.03802537,0.046887983,0.04276188,0.239493457,-0.009205443,-0.040926428,0.283269778,0.074589731,0.299265218,-0.079727633,0.000317611,0.415275728,-0.105268987,-0.081970253,0.027389095,0.467627597,0.213027198,0.274241382,0.30219821,0.145125438,0.271620462,0.347222906,0.004104599
0.452750122,0.00450522,0.018118194,-0.069067978,0.004357357,-0.04054564,0.315018418,0.197208294,0.449459363,0.215624688,0.419774031,0.084725009,0.059968665,0.065572464,0.082320988,-0.033886057,0.109467833,0.225252751,-0.025794907,0.227599157,-0.033384267,0.086222772,0.209313456,0.018544834,0.015120729,-0.035854685,0.312136407,0.115171388,0.016476008,0.146966406,0.089809663,0.277720706,0.338982399,0.020908491
-0.131794082,-0.205882353,-0.014925373,-0.006514658,-0.051051051,0.042750164,-0.185020929,-0.134157215,-0.229326607,-0.13546385,-0.244335853,-0.023932052,-0.010041816,0.053053295,0.291905804,0.033156563,-0.104377407,0.272009524,0.131998554,-0.069090328,0.033729176,0.023913577,-0.093903149,-0.016761134,0.027384293,-0.032070642,0.376577785,0.178062181,0.138968869,-0.014741376,0.252505959,0.3188727,0.371140481,0.019862324
0.411136492,-0.073170732,-0.019522712,0.088748006,-0.258185206,0.311899715,0.4187077,0.169172879,0.947986427,0.644982016,0.646649059,0.011539291,0.156114231,0.083305284,0.207967752,0.189363645,0.057296284,0.253354626,-0.05547027,0.485586817,0.099897661,-0.019716206,0.334685949,-0.044764134,0.113060955,-0.007057419,0.330075266,0.121266921,0.111270623,0.322144487,-0.035944538,0.091590484,0.388529973,0.183000359
0.427780006,-0.008119046,0.154870941,0.007309941,-0.016994335,0.387001039,0.328531413,0.003464532,0.583682207,0.033277587,0.003627493,0.104334823,0.205188839,0.078709385,0.66698681,0.185903501,0.009640518,0.927974826,0.202131455,0.266742089,0.018789028,0.203492511,0.211440141,0.028173274,0.045649757,-0.02507145,0.819381434,0.926969222,0.488738739,-0.025385366,0.518749204,0.674518386,0.550256816,0.577958174
