Oil Rate Cum,sed18ss_csv,seh5n_csv,sef19n_csv,sda5n_csv,sec10ls_csv,sec1n_csv,sec24_csv,sec34ls_csv,sed24ls_csv,sec7_csv,sec20_csv,sed3ls_csv,raa4ss_csv,seh8n_csv,sec4_csv,sed7n_csv,seb7ls_csv,seh3st3n_csv,seb31_csv,sed24ss_csv,sec34ss_csv,raa4_csv,raa1_csv,raa3_csv,sed21ls_csv,sef12n_csv,raa2_csv,sed2ls_csv,seg25st_csv,see8n_csv,see5ls_csv,sed12ls_csv,sec32n_csv,see15ss_csv,sda3ss_csv,raa9_csv,raa8_csv,sed14ls_csv,sed10ss_csv,sec11_csv,sec38_csv,sea2_csv,sed28ls_csv,seg3st_csv,seb6st1ls_csv,sed8ss_csv,sed31ls_csv,sed9ls_csv,seh6n_csv,sef9n_csv,seb8_csv
14155,0,341.76,414.47,0,0,0,376.02,0,223.12,0,321.48,0,0,328.4,0,472.59,211.35,40.37,435.85,0,0,1165.38,622.11,76.85,560.15,0,987.37,0,321.01,730.39,210.8,0,0,0,306.01,212.87,48.37,333.95,699.24,969.06,215.54,469.14,0,444.22,283.48,0,551.68,601.3,233.65,879.68,67.34
14164.71,401.12,281.7,341.63,0,304.68,0,309.94,0,183.91,240.69,264.99,0,0,270.69,462.11,389.54,174.21,33.27,359.25,257.82,226.47,960.58,512.79,63.35,461.71,0,813.85,0,264.6,602.04,173.76,0,0,0,252.23,175.46,39.87,400.38,576.35,798.76,177.67,589.25,0,366.16,205.34,0,454.73,800.63,192.59,725.08,55.51
14244.03,380.93,267.52,324.43,0,39.18,0,39.86,0,174.65,157.14,209.71,0,0,257.06,59.43,369.93,165.44,31.6,341.17,244.84,316.95,912.23,486.97,60.16,438.47,0,772.89,0,251.28,571.73,165.01,122.54,0,0,239.53,166.63,37.86,380.23,547.34,687.44,140.6,1865.29,231.14,347.72,322.77,0,431.84,760.33,182.9,688.58,52.71
14281.88,398.29,279.71,339.22,0,302.53,0,307.75,0,182.61,238.99,263.12,0,0,268.78,458.84,386.79,172.98,33.04,356.72,256,378.73,953.81,509.17,62.9,458.45,0,808.11,0,262.73,597.79,172.53,0,0,0,250.45,174.22,39.58,397.56,572.29,793.13,176.41,585.09,0,363.57,267.17,0,451.52,794.98,191.23,719.97,55.12
14358.47,404.14,283.82,344.2,0,306.97,0,312.27,0,185.29,242.5,266.98,0,0,272.72,465.58,392.47,175.52,33.53,361.96,259.77,384.3,967.82,516.65,63.82,465.19,0,819.98,0,266.59,606.57,175.07,0,0,0,254.13,176.78,40.17,277.33,580.69,804.78,179,593.69,0,368.91,263.96,0,458.15,806.66,194.04,730.54,55.93
14399.28,388.66,272.95,306.88,0,267.54,0,300.31,0,178.2,211.35,232.68,0,0,262.28,447.75,377.44,168.8,32.24,348.09,226.39,0,930.74,496.86,61.38,0,0,788.57,0,256.38,583.34,168.36,0,0,0,244.4,170.01,38.63,387.94,558.45,773.95,172.15,1903.15,0,354.78,329.32,0,440.6,775.76,186.61,702.56,53.78
14423.02,0,306.04,395.9,0,272.16,0,332.98,0,199.8,232.44,236.71,0,0,290.81,412.79,423.2,191.36,36.15,390.3,230.31,340.72,1020.4,550.91,67.29,496.04,0,874.36,0,261.91,646.8,186.68,0,0,0,292.3,186.39,39.46,299.05,626.16,877.43,327.21,583.27,0,362.44,303.6,0,483.05,538.46,206.91,840.26,60.97
14430.58,0,521.16,448.01,0,0,0,0,0,0,0,0,168.19,647.13,508.41,732.43,261.87,205.25,78.44,280.1,388.4,0,0,0,79.17,606.61,405.07,1312.02,687.61,338.05,389.74,329.69,91.87,189.09,0,230.37,197.66,79.87,256.61,437.54,0,279.55,894.4,0,882.94,389.38,448.85,0,0,309.35,1151.15,204.6
14469.93,0,513.87,441.74,0,293.72,0,0,0,0,631.72,0,165.84,732.72,501.3,722.19,0,202.38,77.35,276.18,382.96,181.36,0,0,78.06,598.13,399.41,1293.67,677.99,333.32,384.29,325.08,90.58,218.27,0,227.15,194.9,157.5,253.02,431.42,0,275.64,0,228,870.59,383.94,0,0,283.82,305.03,1135.05,201.74
14471.88,405.12,284.51,345.03,0,307.72,0,313.03,0,185.74,243.09,267.63,0,0,273.38,466.71,393.42,175.94,33.61,362.83,260.39,385.23,970.16,517.9,63.98,466.31,0,821.97,0,267.23,608.04,175.49,0,0,0,254.75,177.21,40.26,278.01,582.1,806.72,179.44,595.12,0,369.8,343.26,0,459.26,808.61,194.51,732.31,56.06
14486.22,384.89,270.3,300.48,0,267.98,0,297.39,0,176.46,211.7,233.07,0,0,259.73,443.4,373.77,167.16,31.93,344.71,226.77,0,921.7,492.03,60.78,239.97,0,780.91,0,253.89,577.67,166.72,0,0,0,242.02,168.36,38.25,384.18,553.03,766.43,170.47,1884.66,0,351.33,305.74,0,436.32,768.23,184.8,695.73,53.26
14520.08,409.3,287.44,348.59,0,310.89,0,316.26,0,187.66,245.6,270.39,0,0,276.2,471.53,397.48,177.76,33.95,366.58,263.08,389.2,980.17,523.24,64.64,471.13,0,830.45,0,269.99,614.31,177.3,0,0,0,257.37,179.04,40.68,280.87,588.11,815.05,181.29,601.26,0,373.62,245.66,0,464,816.96,196.52,739.87,56.64
14530.22,0,324.35,395.55,0,350.82,0,298.1,0,211.76,285.92,309.82,188.44,0,299.96,534.91,0,218.82,37.13,469.01,296.86,0,0,590.43,72.94,406.25,0,937.09,264.22,350.85,684.52,359.17,0,0,635.09,290.43,0,0,303.07,736.64,958.57,364.1,881.29,0,412.51,238.74,331.59,0,413.37,285.94,791.96,0
14568.1,0,506.52,435.43,0,69.36,0,0,0,0,622.69,60.93,163.46,722.24,494.13,711.86,0,199.49,76.24,272.23,377.49,33.11,0,0,76.94,589.57,393.7,1275.17,668.29,328.55,378.79,316.37,89.29,0,0,366.64,192.11,155.25,249.4,376.53,0,271.7,869.27,224.74,858.14,378.44,0,0,145.71,300.66,1118.81,198.85
14611.49,0,545.33,468.78,0,0,0,0,0,0,286.31,0,175.99,677.14,531.98,766.39,0,214.77,82.08,293.09,406.4,0,0,0,82.84,634.74,423.86,1372.86,719.49,353.73,407.81,344.98,96.13,231.63,0,241.05,206.83,83.57,268.51,457.83,0,292.51,467.93,241.96,923.88,407.44,117.42,0,43.92,323.7,1204.52,214.09
14614.46,374.72,263.16,319.14,0,284.62,0,289.54,0,171.8,224.85,247.54,0,0,252.87,431.69,363.9,162.74,31.08,335.6,240.85,237.54,897.35,479.03,59.18,377.41,0,760.28,0,247.18,562.41,162.32,0,0,0,235.63,163.91,37.24,374.03,538.42,746.18,165.97,1834.87,0,342.05,317.51,0,424.8,747.93,179.91,677.36,51.85
14641.78,394.37,276.96,335.88,0,202.82,0,215.84,0,180.81,0,176.4,0,0,266.13,312.35,382.98,171.27,32.71,353.2,253.48,0,944.41,504.15,62.28,453.94,0,800.16,0,260.14,591.9,170.83,126.86,0,0,247.99,172.51,39.19,393.64,566.65,572.63,123.73,1931.1,239.29,359.99,334.16,0,447.07,787.16,189.35,712.88,54.57
14645.02,417.11,292.92,355.24,0,316.82,0,322.29,0,191.24,250.28,275.55,0,0,281.47,480.52,405.06,181.15,34.6,373.57,268.1,396.63,998.87,533.22,65.87,480.11,0,846.29,0,275.14,626.03,180.68,0,0,0,262.28,182.45,41.45,220.64,449.49,830.6,184.75,612.73,0,341.09,353.42,0,472.85,832.54,200.27,753.98,57.72
14655.95,0,554.83,476.95,0,0,0,0,0,0,0,0,179.05,688.93,541.25,666.03,0,218.51,83.51,298.19,413.49,0,0,0,84.28,645.8,431.24,1396.78,732.02,359.89,414.92,350.99,97.8,201.3,0,245.25,210.43,85.03,273.19,465.81,0,254.21,476.09,205.14,939.98,414.54,477.85,0,0,329.34,1225.51,217.82
14670.84,0,327.63,397.33,0,280.53,0,389.06,0,169.33,219.24,310.7,0,0,327.55,426.14,358.67,221.03,38.7,417.83,237.39,32.35,768.08,596.4,67.54,396.94,0,946.55,0,311.13,700.2,305.48,0,0,364.66,293.36,202.76,0,313.79,670.33,968.24,355.91,685.33,0,416.68,190.91,0,528.87,576.44,223.99,569.21,64.56
14689.62,0,558.29,479.93,0,319.11,0,0,0,0,514.75,339.33,75.07,796.06,445.61,784.62,0,219.88,84.03,243.8,416.07,233.53,0,0,84.81,649.83,216.97,1405.5,360.63,362.14,405.12,257.9,34.85,0,0,214.69,211.74,171.12,274.9,468.72,0,299.47,958.12,118.69,945.85,417.13,0,0,308.35,331.39,462.44,219.18
14709.65,408.21,286.68,347.67,0,310.06,0,315.42,0,187.16,244.94,269.67,0,0,275.47,470.27,396.42,177.29,33.86,365.6,262.38,388.17,977.56,521.85,64.47,469.87,0,828.24,0,269.27,612.68,176.83,0,0,0,256.69,178.56,40.57,407.46,586.54,812.88,180.81,599.66,0,372.63,345.88,0,462.76,814.78,196,737.9,56.49
14713.37,0,321.15,389.47,0,166.44,0,184.03,0,209.66,131.48,158.62,0,0,308.59,263.81,444.09,216.66,37.93,409.56,293.93,185.71,1095.11,584.6,72.22,415.02,0,927.83,0,301.65,686.35,299.44,170.15,0,357.44,287.56,198.75,45.45,313.81,657.07,514.09,188.97,671.77,320.93,417.43,236.38,0,518.41,565.04,219.56,863.93,63.28
14738.94,411.44,288.95,350.42,0,312.52,0,317.91,0,188.64,246.88,271.8,0,0,277.65,474,399.56,178.69,34.13,368.5,264.46,391.24,985.3,525.98,64.98,473.59,0,834.8,0,271.4,617.53,178.23,0,0,0,258.72,179.97,40.89,410.68,591.18,819.31,182.24,604.41,0,375.58,261.47,0,466.43,821.23,197.55,743.74,56.94
14741.18,397.89,279.43,314.17,0,273.89,0,307.44,0,182.43,216.37,238.21,0,0,268.5,458.38,386.4,172.8,33.01,356.36,231.77,0,952.84,508.65,62.84,0,0,807.3,0,262.46,597.19,172.36,0,0,0,250.2,174.05,39.54,397.16,571.71,792.33,176.23,1948.34,0,363.21,337.14,0,451.06,794.18,191.04,719.24,55.06
14760.22,0,318.44,386.19,0,315.72,0,292.66,0,207.89,257.31,304.17,242.95,0,294.49,481.39,261.65,214.83,36.45,460.45,267.16,0,0,579.67,71.61,365.6,0,920,237.78,302.4,672.03,299.91,0,0,623.5,285.13,248.29,40.34,297.54,723.2,941.08,357.46,865.21,0,404.99,234.39,0,484.26,405.83,280.73,777.52,0
14762.29,0,306.63,371.87,0,331.65,0,337.38,0,200.19,262,288.44,0,0,294.65,503.01,424.02,189.63,36.22,391.05,280.65,415.19,1045.62,558.18,68.95,502.58,0,885.9,0,288.02,655.33,189.14,0,0,0,274.56,190.99,43.39,299.63,627.37,869.47,193.39,641.41,0,0,369.96,0,494.98,871.51,209.64,789.27,60.42
14778.83,0,350.87,425.52,0,379.5,0,322.47,0,229.07,309.3,335.15,0,0,324.48,578.65,337.53,236.71,40.16,0,321.13,0,0,638.7,78.9,439.46,0,1013.7,35.73,333.2,745.65,330.45,0,0,390.53,314.17,273.58,49.05,327.84,796.86,1036.93,393.87,929.66,0,446.24,258.26,0,533.58,55.9,309.32,856.71,0
14779.62,0,290.32,354.05,0,314.01,0,266.82,0,189.54,255.92,277.32,0,703.58,268.49,478.79,279.28,195.86,33.23,419.8,265.72,0,0,528.49,65.29,363.63,0,838.78,236.5,314.05,612.7,321.48,153.82,0,568.46,259.96,226.37,0,271.27,659.35,858,325.9,788.83,0,369.23,213.69,361.19,515.09,370,255.94,708.87,0
14806.86,0,326.22,397.83,0,352.84,0,299.81,0,212.98,287.57,311.6,189.52,0,301.69,538,0,220.08,37.34,471.71,298.58,0,0,593.84,73.36,408.59,0,942.49,265.74,352.88,688.46,361.24,0,0,638.75,292.1,0,0,304.81,740.88,964.09,366.2,886.36,0,414.89,240.12,333.5,192.93,415.75,287.59,796.52,0
14824.17,0,341.36,413.99,0,369.21,0,313.73,0,222.86,300.91,326.07,0,0,315.69,562.96,328.38,230.3,39.07,0,312.43,0,533.13,621.39,76.76,427.55,0,986.23,0,324.17,725.44,321.5,0,0,379.94,305.66,13.86,47.72,318.96,775.26,1008.83,383.19,714.05,63.96,434.14,251.26,0,519.12,380.67,300.93,833.49,0
14832.31,0,481.94,439.75,311.97,79.19,0,0,440.31,12.93,0,287,183.43,516.09,458.57,702.24,257.04,208.92,66.52,305.48,51.62,11.14,0,0,77.71,659.88,397.6,1227.26,674.92,311.24,0,323.61,267.51,198.03,0,0,194.01,35.31,227.66,429.47,1028.78,274.39,810.81,0,535.33,316.95,431.04,0,0,267.21,1107.09,222.36
14837.41,375.99,264.05,320.23,0,285.59,0,290.52,0,172.39,225.61,248.38,0,0,253.73,433.15,365.13,163.29,31.19,336.74,241.67,357.53,900.4,480.66,59.38,432.79,0,762.87,0,248.02,564.32,162.87,0,0,0,236.43,164.47,37.37,375.3,540.25,748.72,166.53,1841.11,0,343.22,318.58,0,426.24,750.47,180.53,679.66,52.03
14842.65,0,299.22,364.9,0,323.63,33.79,274.99,0,199.88,263.76,285.81,0,385.23,276.71,493.46,287.84,159.81,34.25,351.54,215.65,0,0,524.92,67.29,318.31,0,864.47,243.74,262.98,546.86,386.55,0,0,585.87,267.92,247.97,5.23,276.73,679.55,884.28,335.88,812.99,0,309.19,178.94,286.94,422.91,381.34,263.78,1390.86,46.68
14848.72,0,522.4,449.07,0,62.21,0,0,0,0,133.79,317.51,168.59,648.66,509.61,734.17,262.49,205.74,78.63,280.76,389.32,0,0,0,79.36,658.63,406.03,1315.13,689.23,338.85,390.66,330.47,92.08,172.74,0,230.92,198.13,80.06,232.49,438.58,0,280.21,896.52,0,885.03,268.33,433.29,0,0,310.08,1153.87,205.08
14852.22,426.29,299.37,363.06,0,323.79,0,329.38,0,154.73,255.79,281.61,0,0,287.67,491.1,413.98,185.14,35.36,381.79,274,405.35,1020.85,544.96,67.32,490.68,0,864.91,0,246.05,639.81,184.66,0,0,0,268.06,186.47,42.37,292.53,612.51,848.87,188.81,626.22,0,89.18,361.2,0,483.26,850.86,204.67,770.57,58.99
14853.06,412.19,289.47,351.06,0,313.09,0,318.49,0,188.98,247.33,272.3,0,0,278.15,474.86,400.29,179.01,34.19,369.17,264.94,391.95,987.09,526.94,65.1,474.45,0,836.31,0,271.9,618.65,178.55,0,0,0,259.19,180.3,40.97,411.43,592.26,820.8,182.57,605.51,0,376.26,349.26,0,467.28,822.73,197.91,745.09,57.04
14869.42,0,340.5,412.94,0,176.47,0,374.63,0,222.3,121.22,154.72,0,0,327.19,268.05,470.85,229.71,40.22,434.24,146.08,158.48,1161.09,619.82,76.57,440.03,0,983.73,0,319.82,727.7,317.48,0,0,355.29,304.88,210.72,23.09,332.72,696.66,1006.27,369.89,467.41,0,0,214.07,0,549.64,599.08,232.79,915.98,67.09
14874.68,0,328.15,397.96,0,354.92,0,389.68,0,214.24,277.37,311.2,187.77,0,303.47,541.18,315.67,221.38,37.56,474.5,300.34,0,282.29,597.35,73.79,424.07,0,948.06,0,311.62,701.31,305.97,0,0,365.24,293.83,255.87,45.87,73.46,671.4,969.79,356.48,686.42,0,417.34,241.54,0,529.71,577.36,289.29,801.23,0
14903.83,413.6,290.46,352.26,0,314.16,0,319.58,0,189.63,248.18,273.23,0,0,279.11,476.48,401.66,179.63,34.31,370.43,265.84,393.29,990.46,528.74,65.32,476.07,0,839.17,0,272.83,620.76,179.16,0,0,0,260.08,180.92,41.11,412.84,594.28,823.61,183.19,607.58,0,377.55,350.45,0,468.87,825.54,198.58,747.64,57.23
14915.36,380.3,267.07,323.89,0,288.86,0,293.85,0,174.36,228.2,251.23,0,0,256.63,438.12,369.32,165.16,31.55,340.6,244.44,361.62,910.72,486.16,35.66,437.74,0,771.6,0,250.86,570.78,164.74,0,0,0,239.14,98.77,37.8,379.6,546.43,757.3,168.44,1862.19,0,347.15,322.23,0,431.12,759.07,182.59,687.44,52.63
14916.43,0,328.92,398.9,0,329.81,0,302.29,0,199.08,268.8,314.18,115.02,0,304.18,502.89,316.41,221.9,37.65,475.61,301.04,0,0,598.75,73.97,381.93,0,950.29,248.4,312.35,699,309.78,0,0,366.1,294.52,256.47,45.98,307.33,747.01,972.06,369.23,893.69,0,418.32,242.1,0,500.2,419.19,289.97,803.11,0
14939.6,0,342.33,273.36,0,372.12,126.7,214.3,0,201.57,296.5,230.35,0,634.33,261.24,396.35,154.83,261.74,60.66,326.67,164.48,0,0,1261.32,69.84,397.09,0,1200.34,375.73,272.53,400.65,245.44,120.91,0,751.72,225.86,192.48,35.26,200.63,349.68,678.75,249.06,631.05,0,442.69,309.36,280.36,355.01,314.26,201.19,1060.86,0
14943.78,379.05,266.19,322.83,0,287.91,0,292.88,0,173.79,227.44,250.4,0,0,255.79,436.67,368.1,164.62,31.44,339.48,243.63,360.43,907.72,484.56,56.12,436.3,0,769.06,0,250.03,568.9,164.19,0,0,0,238.35,155.44,37.67,378.35,544.63,754.8,167.89,1856.06,0,346,321.17,0,429.7,756.57,181.99,685.18,52.45
15004.59,0,304.66,369.48,0,329.52,0,335.21,0,198.9,260.31,286.59,0,0,292.75,499.78,421.3,188.41,35.99,388.54,278.84,412.52,1038.9,554.59,68.51,499.35,0,880.21,0,286.17,651.12,187.92,0,0,0,238.7,189.76,43.12,297.7,623.34,863.88,192.15,637.29,0,371.26,367.59,0,491.8,865.91,208.29,784.2,60.03
15016.69,0,487.75,445.05,315.73,0,0,0,445.62,147.18,0,290.46,185.64,642.85,464.09,710.71,260.14,211.44,77.92,309.16,0,0,0,0,78.64,667.84,402.39,1242.06,683.06,314.99,0,211.52,270.73,200.42,0,0,196.35,35.73,230.41,434.65,1041.18,277.7,820.59,0,541.79,320.77,436.23,0,0,270.43,1120.43,225.04
15030.14,0,313.99,380.79,0,290.08,0,345.47,0,204.99,223.57,297.76,0,0,301.71,439.96,434.19,211.83,37.09,400.43,287.38,425.15,1070.69,571.57,70.61,405.77,0,907.15,0,294.93,671.05,193.68,41.59,0,0,281.15,195.57,44.44,306.81,642.42,915.76,339.48,656.79,71.91,408.13,202.22,0,506.85,552.44,214.67,808.2,61.87
15063.22,0,301.29,367.42,0,325.87,0,276.89,0,196.7,265.59,287.78,175.03,730.14,278.63,496.87,0,203.26,34.49,435.65,275.75,0,0,548.44,67.75,377.36,0,870.45,245.43,325.9,635.83,333.62,0,0,589.92,269.77,234.92,0,281.51,684.25,890.39,338.21,818.61,0,383.17,221.76,374.82,534.54,383.97,265.6,735.64,0
15073.31,0,335.57,406.96,0,362.95,0,308.4,0,219.08,295.81,320.53,194.95,0,310.33,553.41,0,226.39,38.41,485.23,307.13,0,0,610.85,75.46,420.3,0,969.5,273.35,318.67,708.19,371.59,0,0,657.05,300.47,87.22,0,313.55,762.11,991.71,376.69,911.76,0,426.78,247,343.06,0,427.67,295.83,819.35,0
15075.08,0,541.72,465.69,0,0,298.44,0,0,0,0,329.26,194.25,672.66,528.47,761.33,272.2,213.35,81.54,291.15,134.57,0,0,0,82.29,683,421.05,1363.78,714.73,351.39,0,342.7,175.07,209.72,0,239.46,205.46,83.02,241.09,454.81,0,290.58,929.68,0,917.77,404.74,449.32,0,0,321.56,1196.56,212.67
15082.89,0,304.05,370.79,0,328.85,0,279.43,0,198.5,268.02,290.42,0,736.83,281.18,501.42,292.48,205.12,34.8,439.64,278.28,0,0,553.47,68.37,323.45,0,878.42,247.67,328.89,641.66,336.68,161.09,0,595.32,249.56,237.07,0,284.09,690.52,898.55,341.3,826.11,0,386.68,223.79,63.04,539.44,387.49,268.04,742.38,0
15104.81,0,558.77,480.34,0,0,230.21,0,0,0,0,339.63,200.36,693.84,545.1,767.08,280.77,220.07,84.1,300.31,0,189.91,0,0,84.88,720.81,434.31,1406.71,737.23,363.83,0,353.49,180.58,216.32,0,247,211.93,69.58,248.68,469.12,0,299.72,958.95,0,584.76,417.48,463.46,0,0,291.88,1234.23,219.37
15131.45,0,304,370.73,0,328.8,0,279.39,0,198.47,267.98,290.38,176.61,736.72,281.13,501.35,0,205.09,34.8,439.57,278.23,0,0,553.38,68.36,380.75,0,878.28,247.64,328.84,641.56,336.63,0,0,595.23,272.2,237.03,0,284.05,690.41,898.41,341.25,825.98,0,386.62,223.76,310.78,539.35,387.43,268,742.26,0
15151.13,0,347.76,421.75,0,305.61,0,319.61,0,227.04,249.08,332.18,202.04,0,321.61,465.98,0,234.61,39.81,502.85,258.61,0,0,633.04,78.2,353.9,0,1004.72,283.29,330.25,733.92,385.09,0,0,680.92,311.39,271.16,4.05,324.94,789.8,1027.74,390.38,944.89,0,442.28,255.97,77.77,0,443.2,306.58,849.11,0
15159.35,0,337.28,409.04,0,364.8,0,309.98,0,220.2,297.32,322.17,0,0,311.91,556.23,324.45,227.54,38.61,487.7,308.7,0,632.11,179.07,75.85,424.38,0,974.44,0,320.29,716.77,317.65,0,0,375.4,302,0,47.15,315.14,766,996.77,378.61,705.52,308.97,428.95,248.26,0,512.92,429.85,297.34,823.52,66.46
15176.35,0,264.76,387.45,0,343.63,143.49,291.99,0,207.42,280.06,303.47,0,0,293.81,523.96,305.62,214.34,30.31,459.4,290.78,44.81,0,578.34,23.82,337.98,0,917.89,258.8,286.39,670.49,351.81,168.33,0,518.4,284.48,247.72,44.41,296.86,721.55,938.93,356.64,863.23,16.54,404.06,233.85,395.26,590.52,404.9,233.4,646.45,0
15183.14,0,305.09,372.05,0,329.98,0,280.39,0,199.18,268.94,291.41,0,739.35,282.14,503.14,293.48,205.82,34.92,441.14,279.23,0,0,555.36,68.61,382.11,0,881.42,248.52,330.01,643.85,337.83,161.64,0,597.36,273.17,237.88,0,285.06,692.88,901.62,342.47,828.93,0,388.01,224.56,31.63,541.28,388.82,268.95,744.91,0
15213.35,0,538.56,462.97,0,0,188.29,0,0,0,0,327.34,193.11,668.73,525.38,756.88,270.61,212.11,81.06,289.45,401.36,0,0,0,81.81,679.01,418.6,1355.82,710.56,349.34,67.12,340.7,174.04,208.49,0,238.06,204.26,82.54,239.68,452.15,0,288.88,924.26,0,912.42,402.38,446.69,0,0,319.68,1189.58,211.43
15217.46,0,523.41,449.94,0,190.1,0,0,0,0,643.44,0,168.91,746.32,510.6,735.59,0,206.14,78.78,281.31,390.07,114.03,0,0,79.51,609.22,406.82,1317.67,690.57,339.51,391.42,326.92,92.26,138.95,0,231.36,198.51,160.43,257.72,439.43,0,280.75,860.82,232.23,886.74,391.06,0,0,174.65,310.68,1156.11,205.48
15220.83,0,307.85,375.43,0,332.97,0,282.93,0,200.98,271.37,294.06,178.85,746.06,284.7,507.7,0,207.69,35.24,445.14,281.76,0,0,560.39,69.23,385.58,0,889.42,250.77,333,649.69,340.89,0,0,602.78,275.65,240.04,0,287.65,699.16,909.8,345.58,836.45,0,391.52,226.6,314.72,443.78,392.34,271.39,751.67,0
15222.4,0,552.56,475,0,0,227.65,0,0,0,642.85,310.01,198.13,686.11,539.03,758.54,277.64,217.62,83.17,296.97,0,48.15,0,0,83.94,712.79,429.48,1391.06,729.03,336.19,0,349.55,178.57,213.91,0,244.25,209.57,59.98,245.91,463.9,0,296.39,948.28,0,578.25,270.93,465.59,0,0,288.63,1195.84,216.93
15239.05,0,358.8,214,0,316.22,92.91,157.15,0,246.93,217.42,202.01,0,601.53,273.81,290.65,189.68,283.74,63.58,342.38,201.5,0,0,1196.1,66.23,486.46,0,1138.27,460.29,216.28,437.18,267.82,92.17,0,948.09,253.12,182.53,33.44,245.79,428.39,683.15,182.64,800.8,0,351.32,378.98,343.46,434.91,384.99,210.87,830.51,132.95
15293.26,0,320.01,390.26,0,346.12,0,294.11,0,213.78,282.09,305.67,0,0,295.95,527.76,307.84,215.89,36.63,462.73,292.89,0,0,561.4,71.96,340.44,0,924.55,260.68,346.16,675.36,354.36,0,0,626.59,286.54,249.52,0,295.96,726.78,945.74,359.23,869.49,0,406.99,235.55,398.12,594.8,407.84,282.11,781.36,0
15312.9,0,577.36,496.32,0,72.19,237.86,0,0,0,0,323.93,207.03,716.91,563.23,792.59,290.11,227.39,86.9,310.3,0,0,0,0,87.7,744.78,448.75,1385.15,761.75,351.28,0,365.24,186.58,223.51,0,255.21,218.97,39.85,256.95,484.72,0,309.69,990.84,0,604.2,431.37,486.49,0,0,301.58,1249.51,226.66
15312.9,0,577.36,496.32,0,72.19,237.86,0,0,0,0,323.93,207.03,716.91,563.23,792.59,290.11,227.39,86.9,310.3,0,0,0,0,87.7,744.78,448.75,1385.15,761.75,351.28,0,365.24,186.58,223.51,0,255.21,218.97,39.85,256.95,484.72,0,309.69,990.84,0,604.2,431.37,486.49,0,0,301.58,1249.51,226.66
15313.83,0,261.49,312.49,0,406.09,115.73,233.9,0,171.18,320.26,241.04,34.12,644.39,199.71,433.25,123.25,228.19,68.11,363,184.68,0,0,1281.32,70.95,318.46,0,1251.26,210.93,277.18,468.33,331.04,0,0,501.73,229.44,196.82,35.82,236.98,553.64,733.15,279.15,696.23,0,325.89,188.61,307.91,606.17,316.09,225.9,1191.11,138.84
15323.44,0,377.94,458.34,0,166.06,0,448.8,0,84.82,83.19,253.87,0,0,377.85,316.93,212.32,233.72,38.13,441.82,118.91,0,1047.12,630.64,50.46,447.71,0,1000.91,0,358.9,740.41,323.03,0,0,368.07,334.88,233.89,53.49,331.81,708.82,1023.85,410.56,724.68,0,440.61,159.38,0,559.24,609.55,258.39,826.07,68.27
15327.55,0,305.36,372.39,0,330.28,0,280.64,0,199.36,269.18,291.68,0,740.03,282.4,503.59,293.75,206.01,34.95,441.55,279.48,0,0,555.86,68.67,382.46,0,882.23,248.75,330.31,644.44,338.14,161.78,0,597.9,273.42,238.1,0,285.32,693.51,902.44,342.78,829.69,0,388.36,224.76,162.25,541.77,389.17,269.2,745.59,0
15328.86,0,527.09,453.11,0,301.27,0,0,0,0,647.97,0,170.1,751.57,514.19,740.76,0,207.59,79.34,283.29,392.81,220.48,0,0,80.07,613.51,409.68,1326.95,695.43,341.9,394.17,333.44,92.91,223.89,0,232.99,199.91,161.55,259.53,442.52,0,282.73,452.29,233.86,892.99,393.81,0,0,291.12,312.87,1164.24,206.93
15332.95,0,539.76,464,0,0,0,0,0,0,0,328.07,174.19,670.22,526.55,758.57,271.21,212.58,81.24,290.09,402.25,0,0,0,81.99,680.52,419.53,1358.84,712.14,350.11,403.65,341.46,95.14,178.48,0,238.59,204.71,82.72,240.22,453.16,0,289.52,926.31,29.94,914.45,403.28,447.69,0,37.26,320.39,1192.22,211.9
15363.06,0,343.18,416.19,0,371.18,0,315.4,0,224.05,290.07,325.45,0,0,317.37,565.96,330.13,231.52,39.28,496.23,314.09,0,159.91,624.7,77.17,443.49,0,991.48,0,325.89,733.43,319.98,0,0,381.96,294.48,267.58,47.97,320.65,702.14,1014.2,372.8,717.85,0,436.45,252.6,0,553.97,603.8,302.54,837.92,0
15363.42,0,319.18,387.08,0,345.22,0,351.18,0,208.38,272.71,302.69,0,0,306.7,523.59,441.37,215.33,37.7,407.05,292.13,432.17,1088.39,581.01,64.3,369.51,0,922.14,0,299.8,682.14,196.88,42.28,0,0,285.79,178.1,40.46,311.89,653.04,930.89,345.09,667.65,0,414.87,320.91,0,461.56,561.57,218.22,821.56,62.89
15380.98,0,299.75,357.3,0,460.3,131.18,265.12,0,256.53,0,273.22,0,730.41,226.37,0,197.05,0,77.2,411.45,0,0,0,1452.37,80.42,0,0,1401.69,0,361.1,530.84,375.23,153.88,0,568.71,260.07,223.1,40.6,260.31,627.54,831.02,316.42,813.83,290.26,586.56,0,349.02,372.08,0,256.05,1386.62,157.38
15391.65,0,511.81,439.98,0,0,213.06,0,0,51.02,0,287.15,154.85,635.52,499.29,702.61,257.17,201.57,77.04,275.08,0,0,0,1821.39,77.75,660.23,397.81,1227.91,675.27,311.4,0,323.78,267.65,198.14,0,226.24,194.12,35.33,227.78,429.7,0,274.54,811.24,0,535.61,382.4,431.26,0,0,267.35,1107.67,200.93
