Oil Rate Cum,sed18ss_csv,seh5n_csv,sef19n_csv,sda5n_csv,sec10ls_csv,sec1n_csv,sec24_csv,sec34ls_csv,sed24ls_csv,sec7_csv,sec20_csv,sed3ls_csv,raa4ss_csv,seh8n_csv,sec4_csv,sed7n_csv,seb7ls_csv,seh3st3n_csv,seb31_csv,sed24ss_csv,sec34ss_csv,raa4_csv,raa1_csv,raa3_csv,sed21ls_csv,sef12n_csv,raa2_csv,sed2ls_csv,seg25st_csv,see8n_csv,see5ls_csv,sed12ls_csv,sec32n_csv,see15ss_csv,sda3ss_csv,raa9_csv,raa8_csv,sed14ls_csv,sed10ss_csv,sec11_csv,sec38_csv,sea2_csv,sed28ls_csv,seg3st_csv,seb6st1ls_csv,sed8ss_csv,sed31ls_csv,sed9ls_csv,seh6n_csv,sef9n_csv,seb8_csv
16653.46,0,290.84,346.69,0,446.63,127.29,257.25,0,192.74,330.22,265.11,0,708.72,219.64,446.72,191.2,258.3,74.91,399.24,190.42,0,0,1409.24,73.16,459.71,0,1360.06,282.74,350.38,515.08,364.09,149.31,0,551.82,0,216.47,39.39,260.64,608.91,806.34,307.02,789.66,79.21,569.14,266.1,338.65,0,363.82,248.45,1345.44,152.71
16661.95,0,319.98,382.39,0,419.28,141.62,286.22,0,209.47,330.66,248.87,0,788.54,202.99,530.16,113.11,279.24,35.89,444.2,190.68,0,0,625.69,86.82,351.82,0,841.87,215.52,339.18,573.09,405.09,0,0,613.96,280.77,273.16,43.83,290,677.48,897.15,341.6,851.97,0,398.79,230.8,390.1,741.77,364.31,276.43,1457.55,169.9
16679.18,0,333.46,398.51,0,353.44,147.59,303.6,0,218.29,288.06,182.08,0,791.92,211.54,483.92,255.41,220.46,37.4,472.51,76.05,0,0,573.26,73.48,434.54,0,877.34,0,353.48,597.23,422.16,0,0,639.83,292.6,270.81,45.68,302.21,742.14,965.73,355.99,887.87,0,415.59,240.53,406.54,607.37,416.46,288.08,1518.96,177.06
16682.8,0,375.18,455,0,236.71,0,412.79,0,244.94,186.99,207.55,0,0,292.91,359.01,518.8,253.11,44.32,478.47,200.31,296.33,1279.35,682.95,84.37,393.94,0,1083.93,0,352.4,801.82,188.03,0,0,108.13,335.93,232.18,32.08,366.61,767.61,1094.22,405.64,686.69,0,487.66,100.68,311.63,492.07,536.33,256.5,965.7,73.93
16688.33,0,291.83,347.86,0,448.14,127.72,258.12,0,193.39,353.42,266,0,711.12,220.38,478.11,204.02,251.82,75.16,400.58,203.8,0,0,1414,78.3,492.01,0,1364.65,302.61,306.42,516.82,365.32,121.73,0,553.68,253.2,217.2,39.53,261.52,610.96,809.07,308.06,792.33,0,359.64,208.14,339.79,0,389.38,249.29,1349.99,153.22
16703.73,0,366.94,335,477.69,471.06,138.41,234.09,353.74,223.1,752.32,300.92,0,644.82,445.49,760.99,171.37,222.73,67.74,370.93,400.52,0,0,0,78.89,439.5,0,1220.19,488.64,318.79,299,186.3,133.83,36.88,0,234.48,195.66,35.84,227.67,414.68,1017.64,274.93,722.45,252.43,517.82,351.27,202.49,392.93,278.26,226.05,1262.56,156.69
16704.57,0,526.03,452.2,0,0,218.98,0,0,159.52,0,295.13,188.62,653.18,513.16,722.13,264.32,207.17,79.18,314.13,0,0,0,2567.28,79.91,678.57,408.86,1262.01,694.03,320.05,0,332.77,275.08,203.64,0,232.52,199.51,36.31,234.11,441.63,0,282.16,833.77,0,550.49,393.02,443.24,0,0,274.77,1138.43,228.66
16734.69,0,320.81,383.39,0,498.22,141.99,286.97,0,210.01,392.92,295.73,0,925.14,203.51,531.54,0,279.96,35.99,445.35,169.94,0,0,627.32,70.7,418.05,0,844.05,256.09,340.07,574.58,406.14,0,0,615.56,281.5,260.54,43.95,290.75,713.98,899.48,342.48,711.82,0,399.83,231.4,391.11,584.33,400.66,277.15,1461.34,170.34
16735.93,0,323.31,394.28,0,349.69,146.02,297.14,0,215.98,163.28,73.99,0,783.52,298.99,533.19,311.01,218.12,37.01,467.5,233.02,0,0,567.18,72.7,429.93,0,976.53,263.37,349.72,590.9,417.68,0,0,633.04,289.49,267.94,45.19,299.01,734.26,955.48,362.93,878.45,0,411.18,237.97,402.22,600.93,257.53,285.02,1502.84,58.39
16755.08,0,491.58,452.04,469.97,31.07,217.21,359.67,743.36,0,0,292.74,175.4,371.19,467.74,716.29,245.79,142.06,67.85,181.76,52.66,0,0,1351.77,79.26,673.08,380.2,1251.8,688.42,317.46,0,285.38,255.8,201.99,0,0,197.89,36.01,232.21,438.06,1049.35,279.88,827.03,0,546.04,255.93,439.65,0,0,272.55,1058.65,158.29
16790.27,0,289.55,342.15,0,444.64,126.72,256.1,0,187.43,350.66,263.92,37.35,705.56,218.66,474.38,269.9,249.85,74.57,397.45,202.21,0,0,1402.95,77.68,348.69,0,1370.04,230.96,303.49,512.78,362.46,148.65,0,549.36,251.22,215.51,39.22,259.48,606.19,802.75,305.65,762.32,0,356.83,206.51,337.14,359.42,386.34,247.34,1304.17,152.02
16849.58,0,350.95,313.72,270.28,445.79,130.98,221.54,331.28,216.6,711.97,284.78,0,616.73,426.08,720.17,166.38,203.44,64.79,354.65,388.86,0,0,973.5,75.45,426.71,0,1167.02,474.41,304.9,440.68,274.58,129.93,34.9,0,219.59,187.14,34.28,221.04,402.61,963.06,257.47,676.58,86.8,495.26,332.43,196.6,381.49,270.16,216.2,1182.4,205.4
16857.4,0,257.5,350.79,0,451.91,128.79,260.29,0,195.02,356.39,268.24,0,717.1,222.24,482.13,274.31,253.94,75.79,403.95,205.52,0,0,1425.89,78.96,496.15,0,1376.13,305.15,309,521.17,368.39,151.08,0,558.34,255.33,219.03,39.86,263.72,616.1,815.87,310.65,799,0,362.66,209.89,342.65,0,392.66,219.96,1361.34,154.51
16875.12,0,481.15,325.33,459.99,0,212.6,352.04,727.59,0,0,286.53,183.13,634.14,343.36,701.08,256.61,205.51,66.41,365.97,142.73,0,0,1323.09,77.58,658.79,396.94,1225.24,673.81,310.72,0,323.08,297.07,197.71,0,84.66,193.69,35.25,227.28,428.76,1027.08,273.94,505.92,0,414.01,332.26,430.32,0,0,266.77,1215.78,211.2
16940.19,0,347.52,310.66,442.99,441.44,129.7,219.37,333.75,214.49,705.02,282,0,610.7,421.91,713.14,164.75,209.85,64.16,351.19,385.06,0,0,963.99,74.71,422.54,0,1155.63,469.78,301.92,436.37,271.9,128.66,34.56,0,217.45,185.31,33.95,218.88,398.67,953.65,254.95,669.97,151.68,490.42,329.19,194.68,377.77,267.52,214.09,1170.85,203.4
16941.58,0,374.75,349.37,477.71,303.15,220.78,365.59,332.07,160.83,0,297.56,0,658.56,328.61,728.08,0,216.6,68.97,378.71,395.26,221.85,0,1374.04,80.57,0,386.47,909.18,54.67,322.69,396.62,335.52,289.23,192.49,0,234.44,199.83,36.61,236.04,445.27,964.11,284.49,849.22,251.74,429.95,347.36,469.59,0,292.93,277.04,1183.69,219.34
16944.12,0,368.19,329.14,469.34,467.69,137.42,232.42,347.56,227.24,746.94,298.77,0,647.02,447.01,755.55,174.55,213.44,67.97,368.28,407.96,0,0,0,79.16,447.67,0,1224.35,497.72,319.87,462.33,288.07,136.32,36.61,0,230.38,196.33,35.97,231.9,422.38,1010.37,270.12,709.82,257.12,519.59,348.76,206.26,400.23,283.43,226.82,1240.48,155.57
16952.43,0,354.49,316.89,451.87,262.66,104.74,128.2,248.74,218.79,569.32,224.72,0,622.94,430.37,424.33,252.08,230.09,65.44,358.23,392.78,12.84,0,1278.3,76.21,675.9,113.73,1178.79,479.19,307.97,445.12,277.35,129.7,27.54,0,221.8,189.03,34.63,223.27,421.19,759.97,200.47,683.4,247.55,500.25,335.78,419.23,163.5,272.88,218.38,1194.31,207.47
16975.77,0,262.02,423.68,0,377.86,0,384.38,0,228.08,298.5,331.31,0,0,335.7,573.1,483.1,235.69,41.27,399.13,319.75,473.04,1191.3,635.95,78.56,300.99,0,1009.33,0,307.64,746.64,215.49,13.5,0,123.92,312.82,216.2,49.44,341.38,714.79,1018.92,377.72,730.78,25.46,425.72,241.07,345.99,563.95,614.67,238.85,899.24,68.84
16983.15,0,353.24,428.39,0,382.06,0,419.47,0,230.62,298.58,334.99,0,0,353.16,580.36,488.47,238.31,41.73,450.49,323.3,0,1204.55,643.02,79.44,456.5,0,1020.55,0,335.45,754.94,329.36,0,0,393.17,316.29,218.61,49.99,338.33,722.73,1043.94,383.74,738.9,0,449.25,197.71,0,570.22,621.51,241.51,950.27,0
16996.12,0,294.22,347.68,0,451.81,128.77,260.24,0,190.45,356.32,268.18,37.96,716.95,222.19,482.03,274.25,253.89,75.78,403.87,205.48,0,0,1425.6,78.94,354.32,0,1392.16,234.68,308.39,521.06,303.09,151.05,0,558.22,255.28,218.99,39.85,263.67,615.98,815.7,310.58,774.63,0,362.59,209.85,342.58,365.22,392.58,251.33,1325.23,154.48
17001.47,0,493.26,330.05,471.58,87.28,217.95,0,745.91,0,0,293.75,187.74,650.12,352.01,718.74,263.08,213.83,68.09,373.85,138.19,0,0,1356.41,79.53,675.39,402.7,1256.1,690.78,318.55,0,331.21,304.56,202.69,0,0,198.57,36.14,233.01,439.56,1052.95,280.84,605.11,0,424.44,342.91,441.16,0,0,273.49,1233.42,216.52
17007.84,0,295.39,349.05,0,453.6,129.28,261.27,0,191.21,357.73,269.25,20.79,719.79,223.07,483.94,275.34,254.89,76.08,405.47,206.29,0,0,1431.24,79.25,498.01,0,1397.67,235.61,309.61,523.12,285.03,101.1,0,560.43,256.29,139.7,40.01,264.71,618.42,818.93,311.81,777.69,0,364.02,210.68,343.94,336.11,394.13,252.33,1330.47,155.09
17016.13,0,347.39,310.54,442.82,441.26,129.65,219.29,333.62,214.4,704.74,281.89,0,610.47,421.75,712.86,164.69,201.38,64.13,351.05,384.91,0,0,963.61,74.68,422.37,0,1155.17,469.6,301.8,436.2,271.79,128.61,34.54,0,217.36,185.24,33.93,218.8,398.52,953.28,254.85,669.71,242.59,490.23,329.06,194.6,377.62,267.42,214,1170.39,203.32
17036.94,0,286.34,341.32,0,439.71,125.31,253.26,0,189.75,346.77,261,0,697.74,216.24,469.12,188.23,243.14,73.75,393.05,199.97,168.28,0,1387.4,76.82,482.76,0,1338.98,296.91,344.94,507.1,358.44,147,0,543.26,0,213.12,38.78,256.6,599.47,793.85,302.26,777.43,277.27,560.32,253.79,333.4,355.44,179.09,244.6,1324.59,150.34
17096.08,0,493.65,453.94,471.95,0,218.12,361.18,746.49,0,0,293.97,187.88,271.09,469.7,719.3,263.28,213.99,68.14,244.45,0,0,0,1357.46,79.6,675.91,407.26,1257.07,691.31,318.8,0,331.47,274.01,202.84,0,0,198.73,36.16,233.19,439.9,1053.76,281.06,830.51,0,548.34,324.64,441.5,0,0,273.7,1133.97,227.76
17106.34,0,365.29,340.55,465.64,295.49,215.2,356.36,736.51,156.77,0,290.04,0,641.92,320.31,709.69,0,211.13,67.23,369.14,385.27,216.25,0,1339.32,78.53,0,401.81,886.21,0,314.53,386.6,327.04,300.72,200.13,0,228.52,194.78,35.68,230.07,434.02,1039.68,277.3,827.77,245.38,419.09,338.58,457.72,0,285.53,270.04,1230.7,213.8
17161.83,0,293.48,338.9,0,450.68,66.9,259.58,0,243.32,355.42,267.51,0,715.14,221.63,480.82,186.9,0,75.59,402.85,198.55,385.05,0,1422,78.74,479.34,0,1312.24,453.55,353.55,519.75,367.38,145.96,0,556.82,0,218.43,39.75,246.9,422.11,813.65,309.8,796.82,156.9,574.29,206.98,292.28,352.92,379.35,250.7,1315.21,154.09
17171.08,0,519.51,477.73,305.25,0,229.55,380.11,0,0,0,309.38,197.73,684.71,427.37,756.99,28.86,225.2,71.71,329.29,0,0,0,1428.58,83.77,711.32,428.59,1322.93,727.53,335.5,0,348.84,288.36,213.47,0,0,209.14,38.06,245.41,462.95,1108.97,295.78,874.02,0,577.06,341.65,464.64,0,0,288.04,1193.38,239.7
17189.42,0,356.24,432.03,0,385.3,0,423.03,0,232.57,301.11,337.83,0,0,356.15,585.28,492.62,240.33,42.08,454.31,326.05,0,1214.77,648.48,80.11,460.37,0,1029.21,0,338.3,761.34,332.16,0,0,396.5,318.98,220.46,49.8,341.2,728.87,1052.8,386.99,745.17,0,453.06,262.21,0,575.05,626.78,243.55,958.33,0
17196.36,0,301.03,355.72,0,462.27,131.74,266.26,0,194.86,364.57,274.39,38.84,733.54,227.33,493.19,280.6,0,77.53,413.22,210.23,0,0,1458.59,80.77,362.52,0,1424.37,240.11,315.53,533.12,376.84,154.54,0,571.14,261.18,224.05,40.77,269.77,630.23,834.58,317.77,792.55,0,370.98,214.7,350.51,373.67,401.66,257.15,1355.89,158.05
17198.95,0,402.48,330.07,0,420.88,143.31,242.38,0,236.98,335.35,260.54,0,674.75,307.14,448.28,182.03,307.73,71.32,384.06,193.38,0,0,1341.69,74.29,466.85,0,1276.82,441.74,333.58,490.39,300.42,142.16,0,920.1,240.25,204.75,37.51,235.88,411.12,767.69,281.69,751.81,0,541.86,363.71,329.62,417.38,369.47,236.54,1280.95,0
17226.91,0,328.5,392.58,0,510.17,145.4,293.85,0,215.05,402.34,302.82,0,947.32,208.39,544.29,0,286.67,36.85,456.03,217.51,0,0,642.36,72.39,428.08,0,864.3,163.9,348.22,588.35,415.88,0,0,630.32,288.25,266.78,45,297.72,731.11,921.05,350.7,874.67,0,409.41,236.95,400.49,598.34,410.27,283.79,1496.38,174.43
17240.61,0,355.83,431.54,0,384.86,0,422.55,0,232.31,300.77,337.45,0,0,355.75,584.61,492.05,240.06,42.03,453.8,325.68,0,1213.38,647.74,80.02,459.85,0,1028.04,0,337.91,760.48,331.78,0,0,396.05,318.61,220.21,50.36,340.81,728.04,1051.6,386.55,744.32,0,452.55,261.91,0,574.4,626.07,243.28,957.24,70.12
17271.14,0,327.2,391.03,0,508.15,144.82,292.68,0,214.2,400.75,301.62,0,943.57,207.57,542.13,0,285.54,36.7,454.23,231.1,0,0,639.82,72.11,426.38,0,860.88,261.2,346.84,586.03,414.23,0,0,627.82,287.11,265.73,44.82,296.54,728.21,917.41,349.31,871.21,0,407.79,236.01,398.91,595.98,408.64,282.67,1490.46,173.74
17278.41,0,561.67,482.83,0,0,0,0,0,39.03,0,315.13,201.4,697.43,547.92,771.05,282.22,229.39,84.54,335.41,0,0,0,2741.22,85.32,724.54,436.56,1347.51,741.05,341.73,0,355.32,293.72,217.44,0,118.97,213.02,38.77,249.97,471.55,0,301.28,890.26,0,587.79,348,473.27,0,0,293.39,1215.56,244.15
17288.39,0,487.9,448.66,466.45,0,215.58,356.98,737.8,0,0,290.55,185.7,643.05,464.24,710.93,260.22,211.5,67.35,257.72,0,0,0,1341.67,78.67,668.05,402.52,1242.44,683.27,315.09,0,327.61,270.82,200.48,0,0,196.41,35.74,230.48,434.78,1041.5,277.79,820.84,0,541.96,320.87,436.37,0,0,270.51,1120.78,225.11
17340.42,0,350.06,312.93,446.23,393.71,130.65,220.98,330.44,191.3,628.79,251.51,0,615.17,425,643.52,248.93,227.22,64.63,353.75,343.43,0,0,1262.34,66.63,597.93,0,1164.07,473.21,304.12,439.56,273.89,128.08,34.81,0,219.04,186.67,34.19,220.48,415.93,960.62,256.82,674.87,216.45,494.01,293.6,413.99,161.46,269.47,215.65,1179.4,204.88
17357.49,0,358.41,434.66,0,387.65,0,394.34,0,233.99,306.24,339.89,0,0,344.4,587.95,495.62,236.76,42.34,447.56,328.04,485.3,1222.18,652.43,80.6,463.18,0,1035.49,0,336.65,765.99,221.08,0,0,127.13,320.92,221.81,50.72,350.22,733.31,1045.32,387.51,749.72,0,465.87,258.31,0,578.56,630.6,245.04,922.55,69.15
17385.76,0,329.11,393.3,0,511.1,145.66,294.39,0,215.44,403.08,303.37,0,949.06,208.78,545.29,0,287.2,36.92,456.87,232.44,0,0,643.54,72.52,428.86,0,865.88,262.71,348.86,589.43,416.64,14.24,0,631.47,288.77,267.27,45.08,298.27,732.45,922.74,351.34,876.27,0,410.16,237.38,401.23,599.44,411.02,284.31,1499.12,174.75
17414.49,0,348.66,311.68,444.45,442.88,130.13,220.09,323.3,215.19,707.33,282.92,26.54,612.71,423.3,715.48,247.94,202.12,64.37,352.34,386.32,0,0,967.15,74.96,664.79,0,1159.42,471.32,302.91,437.81,272.79,127.57,34.67,0,218.16,185.92,34.06,219.6,399.98,956.78,255.79,672.17,243.48,492.03,330.27,412.34,160.82,268.4,214.79,1174.69,204.07
17416.64,0,287.14,342.28,0,440.94,125.67,253.97,0,245.74,347.75,261.73,0,699.7,216.85,470.43,188.76,247.78,73.95,394.15,200.53,188.37,0,1391.29,77.04,484.11,0,1283.9,458.07,345.91,508.52,359.45,147.41,0,544.79,249.13,213.72,38.89,249.36,426.32,796.07,303.11,779.61,278.05,561.89,175.14,295.2,356.43,383.13,245.29,1328.31,150.76
17420.38,0,501.18,350.43,479.15,28.51,200.69,168.07,757.89,0,0,298.46,190.75,660.55,357.66,730.28,267.3,217.26,69.18,379.85,0,0,0,1378.19,80.81,686.23,413.48,1276.26,701.87,323.66,0,336.53,309.45,205.94,0,0,201.76,36.72,236.75,446.62,1069.85,285.35,843.19,0,431.25,286.71,448.25,0,0,277.88,1266.42,220
17426.3,0,361.29,438.15,0,390.76,0,429.03,0,235.87,305.38,342.62,0,0,361.2,593.58,499.6,243.74,42.68,460.75,330.67,0,1231.99,657.67,81.25,466.9,0,1043.8,0,264.47,772.14,336.87,0,0,402.12,323.5,223.59,51.13,346.03,739.2,1067.72,392.48,755.73,0,459.48,265.93,0,583.21,635.66,247.01,971.91,71.19
17430.8,0,495.65,455.79,473.87,0,219.01,362.65,749.53,0,0,295.17,188.65,653.27,471.61,722.23,236.81,214.86,68.42,157.09,0,0,0,1362.98,79.92,678.66,408.91,1262.18,694.12,320.09,0,332.82,275.12,203.67,0,0,199.53,36.31,234.14,441.69,1058.05,282.2,833.88,0,550.57,325.96,443.3,0,0,274.81,1138.59,228.69
17433.54,0,297.21,354.27,0,456.4,130.07,262.88,0,254.36,359.94,270.9,0,724.22,224.45,486.92,195.38,256.46,76.55,407.97,207.56,0,0,1440.06,79.74,501.08,0,1385.26,474.13,358.04,526.35,372.05,152.58,0,563.89,0,221.21,40.26,258.11,441.26,823.98,313.73,806.94,0,581.58,271.92,305.54,368.93,396.56,253.88,1374.87,156.05
17438.7,0,519.22,363.04,496.4,0,229.42,379.9,294.44,0,0,309.2,195.56,684.32,370.53,756.56,276.92,225.08,71.67,393.52,0,0,0,1427.79,83.72,710.93,428.36,944.74,719.55,335.31,0,348.64,320.58,213.35,0,0,207.65,38.04,245.27,462.69,1108.35,295.62,882.44,0,446.77,360.95,464.38,0,0,287.88,1311.99,227.92
17477.3,0,364.64,339.94,464.81,294.96,214.82,355.73,323.11,156.49,0,289.53,0,640.79,319.74,715.48,0,210.76,67.11,368.49,384.59,215.86,0,1336.95,78.39,332.85,401.1,884.64,510.65,313.98,385.92,326.46,300.19,199.78,0,228.11,194.44,35.62,229.67,433.25,1000.63,276.81,826.3,244.94,418.35,337.99,456.91,0,285.02,269.56,1228.52,213.42
17482.17,0,377.65,330.09,0,344.79,85.16,134.1,211.57,233.08,580.82,217.07,0,663.65,458.5,557.01,179.04,228.05,69.72,377.74,418.44,0,0,1319.62,73.07,459.18,0,1255.82,434.48,307.59,482.33,295.48,139.82,0,904.97,236.3,201.38,36.89,237.86,433.24,744.87,173.16,739.45,164.83,499.64,357.73,324.2,410.52,290.72,232.65,1259.89,0
17489.27,0,392.45,321.85,0,475.58,139.74,236.34,359.56,231.08,326.99,303.81,0,657.94,299.49,437.11,177.5,265.51,69.54,374.49,188.56,0,0,1308.26,72.44,455.22,0,1245.01,430.74,325.27,478.17,292.93,138.62,0,897.18,234.27,199.64,36.57,230.01,400.88,1027.41,274.67,733.08,0,528.36,354.65,321.41,406.98,360.27,230.65,1249.04,0
17523,0,508.95,355.86,486.58,0,224.88,372.38,769.63,0,0,303.09,193.71,670.79,363.2,741.6,271.44,220.62,70.25,385.74,0,0,0,1399.55,82.06,696.86,367.4,926.06,712.74,328.68,0,341.75,314.24,209.13,0,0,203.54,37.29,240.42,453.54,1086.43,289.77,856.25,0,437.94,353.81,455.19,0,0,282.18,1286.04,223.41
17559.2,0,526.18,483.86,503.05,0,232.5,384.99,0,0,0,313.35,200.27,693.5,500.66,766.71,0,228.09,72.63,333.52,0,0,0,1446.93,84.84,720.46,434.1,1339.92,736.88,339.81,0,353.32,292.07,216.21,0,0,211.82,38.55,248.56,468.9,1123.22,299.58,885.25,0,584.48,281.16,470.6,0,0,291.74,1208.71,242.78
17565.05,0,346.04,309.34,441.1,439.55,129.15,218.44,326.65,213.57,702.01,280.79,0,608.1,420.11,710.1,246.07,200.6,63.88,349.69,383.42,0,0,1247.84,74.39,659.79,0,1150.7,467.77,300.63,434.51,270.74,126.61,34.41,0,216.52,184.52,33.8,217.95,411.15,949.58,253.87,667.11,241.65,488.33,327.78,409.24,159.61,266.38,213.18,1165.85,202.53
17571.21,0,442.19,309.76,0,462.41,157.45,266.3,0,260.37,368.44,277.3,0,741.33,229.75,498.42,199.99,332.69,78.35,421.95,212.46,0,0,1474.07,81.62,0,0,1360.3,485.33,366.5,538.78,330.06,156.18,0,923.53,263.96,224.95,41.21,264.2,451.69,843.44,199.88,826,0,595.32,326.71,312.76,377.64,405.93,259.88,1202.11,0
17596.74,0,362.7,338.13,462.34,293.39,135.37,227.64,321.39,155.66,0,287.99,0,637.37,318.04,711.67,257.92,209.63,66.75,366.52,382.54,214.71,0,1329.82,77.97,662.15,398.97,879.92,507.93,312.3,383.86,324.72,298.59,36.07,0,226.9,193.4,35.43,228.44,430.94,995.29,266.09,821.9,243.64,416.12,336.18,454.48,0,283.5,268.12,1221.97,212.28
17613.08,0,513.11,358.77,490.55,0,226.72,375.42,290.97,0,0,305.57,195.29,676.27,366.17,747.66,273.66,222.43,70.83,388.89,0,0,0,1415.54,82.73,702.56,423.31,1306.63,718.57,331.36,0,344.54,316.81,210.84,0,0,206.56,37.59,242.38,457.25,1095.31,292.14,863.25,0,441.51,356.7,458.91,0,0,284.49,1296.55,225.24
17627.48,0,300.51,358.21,0,461.48,131.52,265.8,0,257.19,363.94,273.92,0,732.28,226.94,492.34,197.55,259.31,77.4,412.51,209.87,0,0,1456.08,80.63,506.66,0,1400.67,479.4,362.02,532.2,376.19,154.28,0,570.16,0,223.67,40.7,260.98,446.17,833.15,317.23,815.91,0,588.06,274.95,308.94,373.03,400.97,256.71,1390.17,157.78
17675.76,0,302.97,361.15,0,465.26,132.6,267.98,0,200.78,366.92,276.16,0,738.28,228.8,496.37,199.17,270.14,78.03,415.89,211.59,0,0,1468.01,81.29,510.81,0,1416.78,314.17,364.99,536.56,379.27,155.54,0,574.83,0,225.5,41.04,271.51,634.3,839.97,319.82,822.6,244.49,592.87,222.34,352.77,70.52,404.26,258.81,1401.55,159.07
17676.23,0,519.47,477.69,496.63,0,229.53,380.08,0,0,0,309.35,197.71,684.65,494.27,756.93,277.05,225.18,71.7,329.27,0,0,0,1428.47,83.76,711.27,428.56,1322.83,727.47,335.47,0,348.81,288.34,213.45,0,0,209.12,38.06,245.39,462.91,1108.88,295.76,873.95,0,577.02,341.62,464.6,0,0,288.01,1193.29,239.68
17680.07,0,396.73,325.36,0,480.77,141.26,238.92,363.48,233.6,330.56,307.12,0,665.12,302.75,441.88,179.43,268.41,70.3,378.58,190.62,0,0,1322.53,73.23,460.19,0,1258.59,435.44,328.82,483.39,296.13,140.13,0,906.97,236.82,201.82,36.97,232.52,405.25,1038.62,277.67,741.08,0,534.12,358.52,324.92,411.42,364.2,233.16,1262.67,0
17681.37,0,519.96,363.56,497.1,105.15,229.75,309.11,262.09,55.79,0,309.64,197.9,685.3,371.06,757.64,277.31,225.4,71.77,394.08,137.1,0,0,1429.82,83.84,711.94,428.97,946.09,546.12,335.79,55.89,349.14,321.04,213.66,0,30.5,207.95,38.09,245.62,463.35,1109.93,296.04,883.7,35.47,447.41,361.46,488.65,0,50.8,288.29,1313.86,228.24
17686.86,0,349.37,312.32,445.35,443.79,130.39,220.54,329.79,215.63,708.77,283.5,0,613.96,424.16,716.94,248.45,202.53,64.5,353.06,387.11,0,0,1259.86,75.11,666.15,0,1161.78,472.28,256.1,438.7,273.35,127.83,34.74,0,218.61,186.3,34.13,220.05,415.11,958.73,256.31,673.54,243.98,493.04,330.94,413.18,161.14,268.95,215.23,1177.08,204.48
17701.51,0,393.94,323.07,0,477.38,140.26,237.24,360.92,231.95,328.23,304.96,0,660.43,300.62,438.77,178.17,266.52,69.8,375.91,189.28,0,0,1313.22,72.72,456.95,0,1249.73,432.37,326.5,479.99,294.04,139.14,0,900.58,235.15,200.4,36.71,230.88,402.4,1031.31,275.71,735.86,0,530.36,355.99,322.63,408.53,361.63,231.52,1253.77,145.97
17702.44,0,360.73,336.29,459.83,291.8,212.52,351.91,727.32,109.66,0,286.42,183.06,633.91,343.23,700.83,256.52,208.5,66.39,364.53,380.46,0,0,1322.6,77.55,658.55,396.8,875.14,505.17,310.61,381.78,322.96,296.96,197.63,0,188.05,192.35,35.24,227.2,428.6,1026.7,273.84,817.43,0,413.86,334.36,452.01,0,0,266.67,1215.34,211.13
17741.37,0,393.68,367.02,501.83,318.45,231.93,384.06,793.76,130.24,0,312.59,0,691.82,374.58,764.85,0,227.54,72.45,397.83,285.46,145.66,0,1443.42,84.64,0,433.05,955.09,0,338.98,416.65,352.46,249.82,215.69,0,246.28,209.92,38.45,206.63,389.8,1120.49,298.85,892.11,264.45,451.66,364.9,411.08,0,115.4,291.03,1326.36,230.41
17743.16,0,380.86,340.46,0,483.78,142.14,240.42,359.51,210.58,772.64,309.05,0,669.29,462.39,781.55,180.56,220.78,70.31,380.95,378.04,0,0,0,81.88,463.07,0,1266.48,514.84,330.88,478.23,297.98,141.01,37.87,969.48,238.31,203.09,37.2,239.88,436.92,1045.13,279.41,734.24,66.49,537.47,360.76,213.35,414,293.18,234.62,1283.16,160.92
17761.69,0,286.8,272.61,444.26,442.7,130.07,220,317.25,215.1,707.04,282.8,0,612.45,423.12,715.18,247.84,218.52,64.34,352.19,386.16,79.93,0,1256.78,74.93,664.52,0,1158.94,471.13,302.78,375.11,304.14,127.52,34.66,0,218.07,185.84,34.04,219.51,414.1,956.38,255.68,789.77,243.38,491.83,330.13,412.17,160.75,268.29,214.7,1174.2,203.98
17780.54,0,379.08,353.4,483.22,306.64,223.33,369.81,764.32,162.69,0,301,0,666.16,360.69,736.48,0,219.1,69.77,383.08,399.82,224.41,0,1389.89,81.5,0,416.99,919.67,0,326.41,401.2,339.39,312.07,207.69,0,237.15,202.14,37.03,238.76,450.41,1078.94,287.77,859.02,254.64,434.91,351.37,475,0,296.31,280.24,1277.17,221.87
17799.02,0,337.2,402.98,0,523.68,149.25,301.63,0,220.74,413,310.84,0,972.41,213.91,558.7,0,294.27,37.82,468.11,238.16,0,0,659.37,74.31,439.42,0,887.19,269.18,357.44,603.94,426.9,0,0,647.01,295.88,273.85,46.19,305.61,750.47,945.45,359.99,897.84,0,420.26,243.23,411.1,614.19,421.13,291.31,1536.01,179.05
17803.6,0,403.58,330.98,0,489.07,143.7,243.05,187.98,237.63,336.27,312.43,0,676.6,307.98,449.51,182.53,273.05,71.51,385.11,193.91,0,0,1345.37,74.5,468.13,0,1280.33,442.95,334.5,491.74,301.24,142.55,0,922.63,240.91,205.31,37.61,236.53,412.25,1056.56,282.47,753.88,0,543.34,364.71,330.53,418.53,370.48,237.19,1284.47,0
